id,x,y,z
1596,-2670348.295641364,-4469702.5395401325,3671570.9495664984
1597,-2670329.594443478,-4469709.398804156,3671572.2283766842
1598,-2670350.9986364394,-4469692.218889331,3671576.2598772105
1599,-2670330.8143529696,-4469702.953406683,3671588.9882437647
1600,-2670347.536090476,-4469703.2284206515,3671570.8208054686
1601,-2670328.3997232546,-4469709.813459632,3671572.5037961677
1602,-2670329.6878696675,-4469703.292432213,3671589.3921939433
1603,-2670333.2518484467,-4469703.900239332,3671586.1166312066
1604,-2670347.3407199825,-4469690.838015998,3671580.3999841134
1605,-2670324.5542515884,-4469708.58307651,3671576.562871166
1606,-2670332.3105126796,-4469704.171216576,3671586.330891924
1607,-2670327.0039073373,-4469707.83332068,3671576.597892312
1608,-2670349.0827026055,-4469709.14975497,3671559.087624422
1609,-2670325.6625741413,-4469708.2072627535,3671576.5102138603
1610,-2670361.4363163807,-4469683.568889178,3671579.057474987
1611,-2670350.173466993,-4469708.587769621,3671558.8927186825
1612,-2670345.1254429654,-4469691.44228259,3671581.1662389264
1613,-2670334.3660368538,-4469703.4872286795,3671585.8110316354
1614,-2670351.0813444946,-4469708.260790198,3671558.632145399
1615,-2670346.1532582673,-4469691.114801162,3671580.767787513
1616,-2670318.2206963617,-4469705.907989875,3671583.631174734
1617,-2670356.4147008117,-4469698.494599951,3671564.481022637
1618,-2670355.4630548838,-4469698.864847506,3671564.7381746233
1619,-2670320.3998330417,-4469705.424998669,3671583.107180333
1620,-2670328.0342076537,-4469708.059210944,3671576.0640094727
1621,-2670319.52731239,-4469705.424275549,3671583.2720444575
1622,-2670352.594816587,-4469699.188102259,3671577.3378264573
1623,-2670327.451081044,-4469711.886558269,3671570.44040728
1624,-2670340.251839038,-4469696.449532591,3671585.318075484
1625,-2670336.1355419327,-4469707.155056137,3671579.7515627053
1626,-2670350.1022101585,-4469694.412458069,3671574.1167487907
1627,-2670337.178877191,-4469706.904843252,3671579.1966354763
1628,-2670350.1588516827,-4469700.239529507,3671578.223787823
1629,-2670364.167986918,-4469687.169696129,3671572.7293464793
1630,-2670342.0886384756,-4469703.981392012,3671568.266286462
1631,-2670357.149449992,-4469696.381266496,3671566.609399044
1632,-2670351.142834082,-4469699.789496988,3671578.005204979
1633,-2670362.829505291,-4469687.508106975,3671573.149028579
1634,-2670340.1432315963,-4469704.674265816,3671568.834047622
1635,-2670334.5119193033,-4469714.181127981,3671562.8748306422
1636,-2670346.195752717,-4469716.828575185,3671556.241118915
1637,-2670360.3185032182,-4469684.0508406395,3671579.316887211
1638,-2670330.5394072724,-4469710.905044968,3671569.603202273
1639,-2670335.9683920005,-4469713.95548712,3671562.371739493
1640,-2670346.8855959433,-4469716.5734946905,3671556.1720697186
1641,-2670329.485549196,-4469711.33811055,3671569.8582335403
1642,-2670351.380600702,-4469694.017097361,3671573.7748078187
1643,-2670331.143311383,-4469704.7595072435,3671586.4628325338
1644,-2670338.2334249737,-4469706.6330919685,3671579.1606412306
1645,-2670328.393192581,-4469711.670709462,3671570.12436984
1646,-2670352.3727373416,-4469693.585785799,3671573.717723403
1647,-2670346.0561936437,-4469704.336804073,3671568.614891865
1648,-2670364.1358797746,-4469683.113042416,3671577.450849922
1649,-2670320.6671007653,-4469717.324756962,3671568.5411832025
1650,-2670318.626416539,-4469717.99713119,3671569.133459776
1651,-2670316.263945962,-4469718.756744669,3671569.7145361844
1652,-2670362.1682406445,-4469683.958552679,3671577.953762569
1653,-2670308.464831723,-4469712.402642048,3671583.137222864
1654,-2670310.598028575,-4469711.689776168,3671582.544350982
1655,-2670344.8151823683,-4469696.9178867685,3671581.2299224623
1656,-2670306.230373795,-4469713.030741996,3671583.8366615097
1657,-2670346.923595697,-4469698.239511247,3671580.9932978167
1658,-2670349.1612761496,-4469698.915211281,3671580.286915998
1659,-2670346.762002864,-4469707.215742437,3671561.6002406166
1660,-2670344.7694753474,-4469707.616967517,3671562.589289108
1661,-2670317.6255749087,-4469714.47408312,3671574.1169722266
1662,-2670349.0463298233,-4469701.298812076,3671572.132130427
1663,-2670315.53916287,-4469715.15168784,3671574.805063478
1664,-2670307.8143132133,-4469708.649426466,3671588.180476163
1665,-2670341.078933549,-4469696.1771847615,3671584.911606269
1666,-2670305.713761901,-4469709.562730993,3671588.6110253595
1667,-2670338.798574255,-4469695.31515022,3671586.116005295
1668,-2670314.205351584,-4469719.418209236,3671570.281116985
1669,-2670346.365581955,-4469703.454425013,3671566.037837444
1670,-2670344.372550858,-4469703.961618138,3671566.795450326
1671,-2670342.2999811685,-4469704.672166399,3671567.2264140374
1672,-2670349.915629121,-4469710.728198957,3671556.646104877
1673,-2670311.434414585,-4469719.028995042,3671572.926642757
1674,-2670309.4643806578,-4469719.773458504,3671573.380689534
1675,-2670341.198812307,-4469703.751180808,3671569.2567170863
1676,-2670339.327536969,-4469704.299053352,3671569.877159835
1677,-2670337.2111423137,-4469705.038353705,3671570.4432203076
1678,-2670348.1654014094,-4469703.683921542,3671570.9554549847
1679,-2670359.7097855406,-4469684.013254704,3671579.819441188
1680,-2670315.560632248,-4469717.825031003,3671571.487617686
1681,-2670361.8599303407,-4469683.140173645,3671579.3216545824
1682,-2670313.5524643366,-4469718.366208315,3671572.2841531183
1683,-2670305.5419525136,-4469712.101928664,3671585.543638982
1684,-2670307.580666387,-4469711.4076095605,3671584.9620569344
1685,-2670344.8048676136,-4469698.346663427,3671583.880281306
1686,-2670303.502685043,-4469712.720310567,3671586.165622631
1687,-2670364.8886418045,-4469687.089956904,3671572.408717639
1688,-2670351.026267319,-4469706.424664489,3671560.080391634
1689,-2670348.8425208,-4469706.926194572,3671560.8099015006
1690,-2670308.663714917,-4469716.270643136,3671578.3678493537
1691,-2670311.128276095,-4469715.3467439525,3671577.617999619
1692,-2670353.2536618644,-4469699.860126504,3671576.239146987
1693,-2670351.7533451277,-4469701.260515403,3671575.180569922
1694,-2670313.5248034466,-4469714.582279173,3671576.949084582
1695,-2670314.150905137,-4469716.93376819,3671573.4285067474
1696,-2670346.925057488,-4469700.707677434,3671569.732581701
1697,-2670323.6011939324,-4469705.603164872,3671590.8056909246
1698,-2670320.609625667,-4469714.84839923,3671571.508231473
1699,-2670318.634975193,-4469715.292700872,3671572.3458762243
1700,-2670316.4926892957,-4469716.118346127,3671572.757112109
1701,-2670348.614419181,-4469699.886690934,3671568.658244894
1702,-2670308.543632995,-4469709.842516898,3671586.1070900117
1703,-2670310.6524588917,-4469709.128264515,3671585.516228104
1704,-2670336.9389877506,-4469694.517047616,3671584.209547903
1705,-2670306.1923716166,-4469710.659454585,3671586.7143915785
1706,-2670339.076178499,-4469694.91362344,3671582.3412522655
1707,-2670325.9981640168,-4469717.990512095,3671563.849641068
1708,-2670323.8831022833,-4469718.693481578,3671564.406836882
1709,-2670365.6279793335,-4469685.220433361,3671573.617015154
1710,-2670353.89576179,-4469703.2129629515,3671560.871648994
1711,-2670351.9378342875,-4469704.02005563,3671561.465821211
1712,-2670311.7867527874,-4469713.956741349,3671578.8231331375
1713,-2670314.0236480115,-4469713.125491368,3671578.212115672
1714,-2670328.1820081314,-4469717.136545408,3671563.425344769
1715,-2670316.1433537873,-4469712.371818989,3671577.6265078206
1716,-2670318.0868061483,-4469711.640915432,3671577.1579894344
1717,-2670308.060684885,-4469706.425782753,3671590.7778419037
1718,-2670349.5665918766,-4469698.095517821,3671577.772055589
1719,-2670313.498711765,-4469712.173719119,3671579.8460130147
1720,-2670352.102282565,-4469699.206009509,3671577.844804401
1721,-2670315.2736099274,-4469711.4534858195,3671579.330899994
1722,-2670349.980595919,-4469707.727923323,3671559.6918154736
1723,-2670352.030248345,-4469707.15999089,3671558.9321870464
1724,-2670311.6598357214,-4469716.42106189,3671575.900224665
1725,-2670348.0427361163,-4469702.442035156,3671571.198386315
1726,-2670313.709038475,-4469715.743454421,3671575.3081263024
1727,-2670313.070470408,-4469709.8316157125,3671585.4235275523
1728,-2670346.963144567,-4469704.332842643,3671564.388335542
1729,-2670345.00195447,-4469705.01752245,3671564.908310658
1730,-2670323.4543920523,-4469717.614620651,3671566.1249028
1731,-2670321.31976395,-4469718.397565781,3671566.599520838
1732,-2670319.2001428744,-4469719.133578126,3671567.223702585
1733,-2670351.3169700564,-4469703.172997343,3671562.9042084184
1734,-2670364.8224365176,-4469684.048933417,3671575.477521133
1735,-2670349.257307555,-4469703.483032096,3671563.8620117186
1736,-2670362.9690096057,-4469684.927988817,3671575.9955489174
1737,-2670309.152521129,-4469713.625623408,3671581.126867114
1738,-2670347.4646290177,-4469697.108815539,3671578.5664343643
1739,-2670311.2110377266,-4469712.814430283,3671580.6550325663
1740,-2670360.2201679633,-4469693.415679224,3671567.821402637
1741,-2670347.0465599503,-4469713.109587021,3671556.1330446866
1742,-2670352.3949369723,-4469687.352237944,3671580.9288030793
1743,-2670354.4094406436,-4469686.621196628,3671580.4263653755
1744,-2670338.4549372885,-4469706.004419278,3671568.5317590595
1745,-2670336.680253265,-4469706.641072316,3671569.389660396
1746,-2670334.5826585623,-4469707.3177067675,3671570.5880076485
1747,-2670350.1590668554,-4469688.034339408,3671581.5985416793
1748,-2670356.493512352,-4469685.9455888085,3671579.910278771
1749,-2670324.2091713715,-4469701.846587071,3671583.749215994
1750,-2670322.2293565664,-4469702.631042674,3671584.1619771533
1751,-2670358.3261334044,-4469685.316480827,3671579.3123389264
1752,-2670325.901436898,-4469701.579194503,3671583.0917005693
1753,-2670339.958072459,-4469701.803323061,3671583.8068738
1754,-2670302.6618604613,-4469714.437343172,3671584.7658733376
1755,-2670341.6121706357,-4469701.046119376,3671583.4928386686
1756,-2670331.644861501,-4469704.306812704,3671575.470652877
1757,-2670361.6461024513,-4469689.22755302,3671571.9248083606
1758,-2670329.4256467493,-4469705.018481701,3671576.213515539
1759,-2670364.252819324,-4469688.406420386,3671571.3279884066
1760,-2670359.7917113127,-4469689.784195469,3671572.557009278
1761,-2670348.3036795696,-4469708.682523958,3671560.163695002
1762,-2670346.530852477,-4469709.072269887,3671560.9733312684
1763,-2670305.8001235304,-4469718.336171416,3671577.852702211
1764,-2670336.1031520935,-4469704.340795024,3671576.02614592
1765,-2670333.600354459,-4469703.702873741,3671574.7880624374
1766,-2670350.801696293,-4469703.089022,3671574.5035026115
1767,-2670349.071262791,-4469703.838785646,3671574.8816949874
1768,-2670347.192873194,-4469704.353994578,3671575.443127532
1769,-2670322.273738797,-4469699.534770712,3671588.1851135683
1770,-2670310.2514920984,-4469717.951312721,3671578.781521059
1771,-2670345.118338444,-4469705.193899203,3671575.8400117294
1772,-2670344.9615659383,-4469713.90060265,3671556.7175362404
1773,-2670340.9564845115,-4469697.711917445,3671587.6185069825
1774,-2670337.030247317,-4469699.092153477,3671589.1663425034
1775,-2670348.5244778255,-4469702.664817395,3671576.644600841
1776,-2670344.3710418902,-4469703.99147731,3671577.937682917
1777,-2670310.2991281236,-4469717.723347847,3671579.351010307
1778,-2670346.5809020833,-4469703.868875192,3671576.9902132647
1779,-2670344.353748146,-4469712.649882999,3671558.582815885
1780,-2670342.2128896927,-4469713.254156109,3671559.157086751
1781,-2670339.9023326035,-4469714.005318712,3671559.8145438605
1782,-2670331.8214690345,-4469707.255467439,3671572.8310996406
1783,-2670361.5022322177,-4469691.852079441,3671568.9068058813
1784,-2670330.0636264076,-4469708.26784149,3671573.2570264232
1785,-2670359.5499116555,-4469692.444794472,3671569.669796832
1786,-2670357.5362690547,-4469693.2133032875,3671570.1090313643
1787,-2670346.4834699524,-4469711.8193174675,3671558.0656606844
1788,-2670319.324808121,-4469702.252934091,3671586.7869536933
1789,-2670335.529652455,-4469705.555997346,3671571.204945013
1790,-2670333.5157698044,-4469706.768617391,3671571.798301183
1791,-2670343.626189482,-4469700.404962254,3671582.847514508
1792,-2670343.703101472,-4469708.890166991,3671562.8739393502
1793,-2670354.697755431,-4469690.442281616,3671575.6145777036
1794,-2670341.431398469,-4469709.487672442,3671563.8964455915
1795,-2670339.2770677544,-4469710.353746863,3671564.3884382066
1796,-2670337.189459077,-4469710.745842377,3671565.163538046
1797,-2670328.969241757,-4469703.968697072,3671577.8645953657
1798,-2670330.9618005753,-4469703.5353013985,3671577.0526435603
1799,-2670359.081970237,-4469688.6624359945,3671574.668205346
1800,-2670326.955762519,-4469704.701874711,3671578.380967971
1801,-2670357.0744125545,-4469689.4614668265,3671575.152511016
1802,-2670305.0132274176,-4469717.847155465,3671580.360104331
1803,-2670340.230508102,-4469705.482570202,3671578.9534897506
1804,-2670308.8094296176,-4469717.944613352,3671580.1943448004
1805,-2670342.2730943095,-4469704.833712005,3671578.400490836
1806,-2670334.4801131086,-4469704.018015138,3671577.3646070547
1807,-2670303.4883060344,-4469718.957921825,3671580.395084963
1808,-2670351.519346263,-4469700.334251412,3671577.1262249136
1809,-2670347.3484110422,-4469701.896480244,3671578.3198414333
1810,-2670310.523933362,-4469714.36501173,3671579.362776706
1811,-2670349.344385097,-4469701.080169128,3671577.8820859953
1812,-2670346.931245113,-4469710.591932651,3671558.9672497823
1813,-2670345.234986264,-4469711.1196145285,3671559.606583846
1814,-2670334.4620208023,-4469704.75221366,3671572.8274251367
1815,-2670332.679236168,-4469705.3846582845,3671573.385307129
1816,-2670351.5089598396,-4469708.774131082,3671557.754222893
1817,-2670362.5847317926,-4469690.191304871,3671569.9429552425
1818,-2670349.228157356,-4469709.819198143,3671558.3284575427
1819,-2670360.5148178595,-4469690.933818695,3671570.627040831
1820,-2670311.0181746776,-4469718.061232843,3671575.0714341314
1821,-2670340.9443744333,-4469705.0870152,3671571.8676276146
1822,-2670308.565582332,-4469718.873843856,3671575.342572962
1823,-2670338.9655896556,-4469703.184034525,3671571.8325638054
1824,-2670336.376764027,-4469704.032154104,3671572.3665250745
1825,-2670346.4242981593,-4469698.554899916,3671582.717491416
1826,-2670346.336929257,-4469705.81202698,3671563.1384284054
1827,-2670357.922599529,-4469688.121667432,3671576.0561906057
1828,-2670343.9119662233,-4469707.004364925,3671563.7078320533
1829,-2670341.934091648,-4469707.126695379,3671564.781696556
1830,-2670340.351607544,-4469707.880842975,3671565.5141227907
1831,-2670331.579682237,-4469702.407500382,3671577.797271348
1832,-2670364.1966834785,-4469686.0450307345,3671574.241397583
1833,-2670361.980860047,-4469686.405974119,3671575.181375813
1834,-2670360.00074382,-4469687.228910128,3671575.6169477873
1835,-2670345.3828278477,-4469702.578881342,3671578.983948777
1836,-2670308.2615599786,-4469715.043000996,3671580.056607507
1837,-2670329.311651066,-4469701.836763859,3671580.2471189867
1838,-2670361.3496165285,-4469685.492362345,3671576.845940091
1839,-2670357.109135548,-4469686.983074859,3671578.1417559395
1840,-2670359.224666894,-4469686.206302185,3671577.63889523
1841,-2670305.4049610975,-4469714.628622548,3671582.6907926262
1842,-2670303.368121383,-4469715.378638468,3671583.1345642447
1843,-2670348.439543274,-4469700.18063411,3671579.571835246
1844,-2670344.4661104963,-4469701.517053876,3671580.9649114637
1845,-2670346.788786753,-4469700.723893466,3671580.176728517
1846,-2670344.290971102,-4469710.030741183,3671561.536336197
1847,-2670342.100030577,-4469710.835959566,3671561.9901709207
1848,-2670340.271649509,-4469711.319186382,3671562.588694308
1849,-2670347.9505049204,-4469702.8834563745,3671571.1803883887
1850,-2670313.158723024,-4469718.4772729045,3671574.7492521447
1851,-2670340.0775803644,-4469698.842622871,3671587.0935221
1852,-2670341.9778239154,-4469698.461086589,3671586.0436988305
1853,-2670343.2713249754,-4469698.382606177,3671585.3076488962
1854,-2670355.180178686,-4469687.789112985,3671578.439865772
1855,-2670341.5397938187,-4469706.186415442,3671566.1172821047
1856,-2670337.4423252954,-4469707.587200001,3671568.040405052
1857,-2670341.7433543727,-4469706.1328220535,3671577.3504667464
1858,-2670308.3354489272,-4469720.685874447,3671579.5713153174
1859,-2670343.078489085,-4469705.857056943,3671576.6847017603
1860,-2670352.330633202,-4469696.100581111,3671570.4652003055
1861,-2670341.283475575,-4469715.327585511,3671557.8740749015
1862,-2670339.52968373,-4469715.696633069,3671558.850464141
1863,-2670337.4347535176,-4469716.060784667,3671559.7164737727
1864,-2670329.8660384626,-4469701.828495363,3671591.189241251
1865,-2670331.3505452764,-4469701.414603882,3671590.548037795
1866,-2670328.933888376,-4469709.686795928,3671572.4264924773
1867,-2670358.592144446,-4469694.0351247955,3671568.4559520124
1868,-2670326.749755298,-4469710.474619278,3671572.602750265
1869,-2670356.392495099,-4469694.834216428,3671569.148080986
1870,-2670354.4753125357,-4469695.438734785,3671569.698651268
1871,-2670314.8343444658,-4469705.28134494,3671587.405804252
1872,-2670316.8344416823,-4469704.703785238,3671586.486342952
1873,-2670348.56099923,-4469688.624268374,3671582.1780325626
1874,-2670333.146686836,-4469708.632400766,3671571.245004959
1875,-2670331.0931095267,-4469708.8844257835,3671571.8884878354
1876,-2670344.20497205,-4469690.436450472,3671583.2895008484
1877,-2670332.2254497497,-4469713.737631687,3671564.8904605536
1878,-2670340.5405245246,-4469703.018345012,3671582.106760416
1879,-2670338.4278986626,-4469711.873301649,3671563.198975242
1880,-2670349.4834099235,-4469693.234900875,3671575.8496490917
1881,-2670336.4022008316,-4469712.36353253,3671563.897045381
1882,-2670347.806158861,-4469693.774061039,3671576.4786449145
1883,-2670334.10794242,-4469713.079696876,3671564.429564799
1884,-2670326.1564952694,-4469706.88633847,3671577.5088484646
1885,-2670328.058465304,-4469705.926259855,3671576.7773424727
1886,-2670356.228075545,-4469691.207834161,3671573.755840582
1887,-2670324.1332800733,-4469707.443849148,3671578.382887889
1888,-2670354.2547599026,-4469691.783209208,3671574.4513136772
1889,-2670337.1315298486,-4469707.198952801,3671578.8751851474
1890,-2670339.316368153,-4469707.0327789355,3671577.843010587
1891,-2670306.871380372,-4469721.120028608,3671579.827729275
1892,-2670323.563876849,-4469707.037167235,3671580.2016943893
1893,-2670325.8762861458,-4469705.7300660815,3671580.526154656
1894,-2670351.5448413296,-4469691.3355456665,3671576.950701821
1895,-2670318.96238322,-4469707.492184473,3671581.231374217
1896,-2670321.38742477,-4469707.024196598,3671580.615213691
1897,-2670336.542555912,-4469706.632417687,3671580.296800382
1898,-2670329.6579060825,-4469716.912940755,3671562.6120742606
1899,-2670338.6354569164,-4469705.913109657,3671579.7580919913
1900,-2670351.832600201,-4469695.080690298,3671572.1793132247
1901,-2670338.342269051,-4469714.466898472,3671560.418127838
1902,-2670349.8704952,-4469695.713391133,3671572.9010135797
1903,-2670336.2661389834,-4469715.244807355,3671560.752925469
1904,-2670334.165109361,-4469715.594523354,3671561.485316813
1905,-2670332.027528455,-4469716.216589935,3671561.862939807
1906,-2670324.920333208,-4469702.946576028,3671586.016739587
1907,-2670325.8163597086,-4469703.485831014,3671585.9610514967
1908,-2670318.3843627204,-4469703.898933797,3671585.8214978296
1909,-2670320.4092450896,-4469702.915757099,3671585.2709763995
1910,-2670333.7161055156,-4469703.956178413,3671585.7653683224
1911,-2670335.9379512076,-4469703.141252406,3671585.2318474133
1912,-2670329.453090664,-4469705.365970696,3671586.8815958034
1913,-2670331.6727272994,-4469704.56599428,3671586.3315958655
1914,-2670329.2849249453,-4469713.205646909,3671567.520228286
1915,-2670327.0890187393,-4469714.1161244,3671567.936729873
1916,-2670356.974621118,-4469698.51489873,3671564.121008154
1917,-2670354.903277991,-4469699.160095827,3671564.820152898
1918,-2670346.8884503203,-4469692.908084476,3671578.0852816245
1919,-2670335.4985430576,-4469711.446908933,3671565.5893345666
1920,-2670349.183739492,-4469692.026667528,3671577.700017182
1921,-2670316.9383095535,-4469708.409786705,3671581.4978233078
1922,-2670333.684916982,-4469711.936185969,3671566.2217030446
1923,-2670331.588542302,-4469712.705193711,3671566.7028183034
1924,-2670345.00692763,-4469693.7210436305,3671578.5653232285
1925,-2670326.1999143804,-4469703.704254054,3671580.1680490384
1926,-2670328.21187682,-4469703.058814149,3671579.494847123
1927,-2670354.3002944295,-4469689.2669731565,3671577.495788309
1928,-2670322.414046625,-4469704.874079107,3671581.7306892453
1929,-2670356.196250451,-4469688.514621437,3671576.9838474346
1930,-2670324.13494897,-4469704.190190735,3671580.934226362
1931,-2670337.318927123,-4469705.221532995,3671581.424718543
1932,-2670339.434519307,-4469704.459280229,3671580.7833426725
1933,-2670341.583190857,-4469703.793070952,3671580.2610529084
1934,-2670343.4559945744,-4469703.308763967,3671579.752668253
1935,-2670352.5826956667,-4469693.644896537,3671573.2699562553
1936,-2670341.2980557326,-4469712.080640916,3671561.1335596344
1937,-2670354.685513766,-4469692.882448265,3671572.6725851228
1938,-2670339.2951136907,-4469712.693744973,3671561.545671898
1939,-2670336.8887287546,-4469713.348476432,3671562.268050783
1940,-2670334.9481862695,-4469713.969834273,3671562.746021559
1941,-2670348.8931532395,-4469706.033488366,3671572.0972423484
1942,-2670346.857670869,-4469707.049796481,3671572.4426195044
1943,-2670323.3954762537,-4469701.3822785895,3671585.4514310085
1944,-2670344.2771789874,-4469707.944094219,3671572.811068071
1945,-2670344.979740885,-4469716.49336835,3671554.0008886913
1946,-2670336.7160617225,-4469701.621819978,3671586.4552194052
1947,-2670338.7699057017,-4469700.893500095,3671585.8347007805
1948,-2670334.450665256,-4469702.626596456,3671586.7906264416
1949,-2670332.2355062105,-4469711.128942739,3671568.037843391
1950,-2670341.0375332567,-4469700.087855616,3671585.0668430254
1951,-2670358.1006827373,-4469696.815580158,3671565.310502234
1952,-2670346.928425986,-4469715.818289627,3671553.236480898
1953,-2670349.898094054,-4469690.718786343,3671578.6445253137
1954,-2670338.4833753905,-4469709.297851454,3671566.273345003
1955,-2670352.307556507,-4469689.751785648,3671578.1420538197
1956,-2670336.5645391014,-4469709.825858879,3671566.900346881
1957,-2670334.421218355,-4469710.498062313,3671567.3424178576
1958,-2670359.4857677324,-4469695.044720873,3671566.606656795
1959,-2670357.336710491,-4469695.767066952,3671567.113180844
1960,-2670344.1407550233,-4469715.417177054,3671555.770318331
1961,-2670349.189173738,-4469689.5153634725,3671580.560193928
1962,-2670351.5762330107,-4469688.736316493,3671579.9157243557
1963,-2670319.157800418,-4469704.962022605,3671583.994369169
1964,-2670349.17199077,-4469714.9325788105,3671556.348902132
1965,-2670345.2659620037,-4469690.815082148,3671581.840440994
1966,-2670335.773136583,-4469708.825879786,3671569.1996928225
1967,-2670347.436823044,-4469690.0445041265,3671581.11736476
1968,-2670331.7360313213,-4469710.027825515,3671569.6784713482
1969,-2670333.8638292905,-4469709.445746835,3671569.259560177
1970,-2670325.2021056493,-4469702.735526168,3671582.0259130346
1971,-2670321.2253399137,-4469703.951096505,3671583.3947564405
1972,-2670346.77885703,-4469708.574971912,3671570.499718607
1973,-2670323.22665976,-4469703.308179889,3671582.7434716234
1974,-2670336.6422717827,-4469703.939897438,3671583.4289315133
1975,-2670338.705629379,-4469703.329187532,3671583.004825058
1976,-2670332.271805492,-4469705.524071036,3671584.7056081844
1977,-2670334.556394524,-4469704.876923429,3671583.8547613784
1978,-2670328.9711639485,-4469707.034290029,3671575.2271255488
1979,-2670326.882715532,-4469708.010218095,3671575.797795713
1980,-2670359.055912286,-4469691.283747484,3671571.534417165
1981,-2670356.880521232,-4469692.134062588,3671572.008871283
1982,-2670343.331647538,-4469711.510810854,3671560.5260407403
1983,-2670340.4414600134,-4469707.678076337,3671576.1115354965
1984,-2670316.983665331,-4469701.917862394,3671589.557443011
1985,-2670330.798289626,-4469706.329901418,3671574.3614230533
1986,-2670318.6466721557,-4469701.1781626595,3671588.766654038
1987,-2670346.449464349,-4469706.07815207,3671574.0853133756
1988,-2670341.697643639,-4469707.482037318,3671575.3891296405
1989,-2670342.411048627,-4469716.040161515,3671556.3185699764
1990,-2670321.4413712635,-4469700.923023613,3671587.954244153
1991,-2670344.145450697,-4469706.802132667,3671574.753639076
1992,-2670336.310206613,-4469700.464684791,3671588.147760434
1993,-2670331.858737713,-4469701.956905822,3671589.4732318264
1994,-2670334.1183469957,-4469701.217921037,3671588.8033172805
1995,-2670320.241623184,-4469708.520115284,3671579.444082481
1996,-2670316.048707549,-4469709.926054876,3671580.4624783546
1997,-2670318.4229192967,-4469709.164488907,3671579.8234533165
1998,-2670352.4222743623,-4469705.121414436,3671559.9912398197
1999,-2670314.643145942,-4469714.2084469,3671576.4721838683
2000,-2670336.234935372,-4469717.309768454,3671560.0577202886
2001,-2670349.725224906,-4469699.130716705,3671572.501331416
2002,-2670333.8669708865,-4469718.312793702,3671560.192943984
2003,-2670347.9661255144,-4469698.115993073,3671571.216110274
2004,-2670331.592380595,-4469717.933397538,3671560.70588163
2005,-2670328.8888079105,-4469718.488553195,3671561.4869923955
2006,-2670316.364343215,-4469706.518345246,3671586.514721348
2007,-2670317.693738406,-4469706.3715857435,3671585.420703772
2008,-2670330.818670564,-4469706.021851856,3671585.1881488385
2009,-2670350.0489445045,-4469702.202400488,3671564.717734836
2010,-2670327.6775310393,-4469705.971582062,3671586.8620612063
2011,-2670328.9044281193,-4469706.149854478,3671586.1918886113
2012,-2670326.462960649,-4469715.408680146,3671566.8087373064
2013,-2670324.0742961634,-4469716.293117225,3671567.257798327
2014,-2670356.622078571,-4469699.811042123,3671562.92926238
2015,-2670322.10286453,-4469716.908093669,3671567.9040008816
2016,-2670354.1415050765,-4469700.763657658,3671563.6041662795
2017,-2670351.964160239,-4469701.40854388,3671564.3111742013
2018,-2670312.0476467405,-4469711.289963834,3671581.7385830088
2019,-2670314.031784613,-4469710.509363743,3671581.231665653
2020,-2670344.356249227,-4469695.07486355,3671578.175719506
2021,-2670328.5228188974,-4469714.712459123,3671566.283265705
2022,-2670325.529680091,-4469714.450924171,3671568.7103719558
2023,-2670323.687578477,-4469715.081542033,3671569.244214466
2024,-2670321.451675508,-4469715.795809924,3671569.7368540047
2025,-2670319.336040275,-4469716.606320257,3671570.1125870324
2026,-2670351.538692625,-4469700.149485966,3671566.1929779085
2027,-2670311.31812702,-4469710.331764556,3671583.42441567
2028,-2670343.160241715,-4469695.319853967,3671579.7110503446
2029,-2670313.5376245347,-4469709.534941098,3671582.974367499
2030,-2670339.6954740514,-4469694.86173668,3671581.507369848
2031,-2670341.275228022,-4469694.8192074755,3671580.4864642713
2032,-2670308.595259585,-4469711.0491211405,3671584.2824343382
2033,-2670315.428832082,-4469708.883142213,3671582.2751851697
2034,-2670349.679620745,-4469704.737232589,3671561.9883591775
2035,-2670320.767400291,-4469712.025073832,3671574.756607249
2036,-2670322.709818739,-4469711.459416835,3671574.140829735
2037,-2670318.711723023,-4469712.728292898,3671575.287865763
2038,-2670316.7733131507,-4469713.503662869,3671575.698968671
2039,-2670350.831483363,-4469698.034357161,3671573.2696716706
2040,-2670310.87672208,-4469706.505240534,3671588.6643573195
2041,-2670314.0335814976,-4469706.240163143,3671588.2069392167
2042,-2670324.9793639295,-4469705.745697111,3671589.706656195
2043,-2670314.959467789,-4469706.376433568,3671587.7877778346
2044,-2670317.4112435454,-4469717.037876572,3671570.9987247908
2045,-2670349.2678872366,-4469700.982452536,3671566.791897835
2046,-2670347.3269846286,-4469701.627770229,3671567.4311932996
2047,-2670326.4280088237,-4469705.8443403505,3671588.4370195605
2048,-2670328.6244367757,-4469712.210861809,3671569.321364576
2049,-2670326.549487323,-4469712.971676636,3671569.6586994245
2050,-2670322.5416291803,-4469714.097064203,3671570.986312609
2051,-2670324.404537573,-4469713.702586851,3671570.220978075
2052,-2670356.09734805,-4469697.661873938,3671566.4256223016
2053,-2670354.2243322805,-4469697.911075236,3671566.7693148246
2054,-2670341.467731849,-4469717.9148376845,3671555.4759827387
2055,-2670346.22821197,-4469691.860311686,3671580.0021330253
2056,-2670314.5711548394,-4469707.740906185,3671584.12068839
2057,-2670348.190638724,-4469691.173053769,3671579.346177413
2058,-2670316.327747245,-4469707.233287324,3671583.430792895
2059,-2670342.325272092,-4469693.136753639,3671581.3131524757
